H2AFY2	0.122
H2AFY	0.122
DPY30	0.122
TIMP1	0.122
TAF1L	0.121
CSNK2A1	0.121
GNAT3	0.121
BAIAP2	0.121
APC	0.12
DLG2	0.12
NUP214	0.12
PDGFA	0.119
APBB1	0.119
NUP35	0.119
GNL3L	0.118
MSH2	0.118
MYOM3	0.118
IGSF22	0.118
NCOR2	0.118
FBN1	0.118
LAMC1	0.118
LAMB1	0.118
LAMB2	0.118
TRIP11	0.118
PQBP1	0.117
APPL1	0.117
TGFB1	0.117
RRP8	0.117
COL1A1	0.117
WDR5	0.117
SLC9A3R1	0.117
EED	0.116
C17orf49	0.116
POGZ	0.116
RANGAP1	0.115
NPAP1	0.115
POM121	0.115
TLR4	0.115
MYO1D	0.115
GLI3	0.114
ERBB4	0.114
HRG	0.114
BAZ2A	0.114
KAT8	0.114
KDM4C	0.114
EMILIN1	0.114
REST	0.114
MAX	0.113
EXOC4	0.113
MYH6	0.113
STXBP1	0.113
SUV39H1	0.113
NUP62	0.113
SETD1A	0.113
CD14	0.112
CHD3	0.112
BMPR2	0.112
RNF2	0.112
EIF5A	0.112
ERBIN	0.112
BBS4	0.112
SEPT7	0.112
JUN	0.112
HDAC1	0.112
CD36	0.111
HEG1	0.111
MYO7B	0.111
MYL12B	0.111
SPARC	0.111
WDR82	0.111
PDGFB	0.111
CYFIP1	0.11
COL11A2	0.11
COL27A1	0.11
COL12A1	0.11
COL3A1	0.11
COL11A1	0.11
COL1A2	0.11
COL5A2	0.11
COL14A1	0.11
COL5A3	0.11
THBS1	0.11
HNRNPC	0.11
PHF12	0.11
BMF	0.11
ACTG2	0.109
ZC3H11A	0.109
PREX2	0.109
SIN3A	0.109
SALL1	0.109
PDPN	0.109
ACHE	0.109
TCHH	0.108
WAPL	0.108
MYO10	0.108
GATAD2B	0.108
GATAD2A	0.108
PRPF31	0.108
COLQ	0.107
STAG2	0.107
APOB	0.107
APPL2	0.107
MTA2	0.107
CD46	0.107
MYO1G	0.107
HSP90AB1	0.107
KNG1	0.107
CIB2	0.107
SLX4	0.107
MYL6	0.106
CLU	0.106
SUZ12	0.106
INO80C	0.106
MCRS1	0.106
EZH2	0.106
BPTF	0.106
USF1	0.106
KIF5B	0.106
KIF5A	0.106
SPAST	0.106
CLTC	0.106
RBBP5	0.106
PAGR1	0.106
KMT2D	0.106
AC120114.4	0.106
PRKACA	0.106
ANK3	0.106
CD44	0.105
RAB21	0.105
ENTPD2	0.105
PPP1R9A	0.105
AQP5	0.105
ITGB1	0.104
PINK1	0.104
ACTN2	0.103
EXOC7	0.103
STX1A	0.103
HIF1A	0.103
MYH7	0.103
LY96	0.103
RHOA	0.103
LCP1	0.103
EPS15	0.103
MYO1B	0.102
NRIP1	0.102
PELP1	0.102
LTBP1	0.102
AP2A1	0.102
NF2	0.102
FER	0.102
MSH3	0.102
STAG1	0.102
TRIL	0.102
POM121L2	0.101
POM121L12	0.101
LAMC2	0.101
HEY2	0.101
SALL2	0.101
MBD3	0.101
MTA3	0.101
SP1	0.101
ETV3	0.101
SMARCA5	0.101
KCNAB1	0.101
AQP1	0.101
SMAD3	0.101
LDLR	0.101
MYH2	0.101
CXXC1	0.1
DYNLL2	0.1
CSNK2A2	0.1
ACTA1	0.1
MUC20	0.1
RBMX	0.1
EEF1A1	0.1
MET	0.1
CASK	0.1
PLRG1	0.1
H2AFX	0.099
ZMYM2	0.099
CLTA	0.099
TACSTD2	0.099
LAMA2	0.099
SDR16C5	0.099
CENPC	0.099
TRPV4	0.099
HNRNPU	0.098
SORBS1	0.098
CATSPER4	0.098
CATSPER3	0.098
TIAM1	0.098
UPF1	0.098
HSF1	0.098
KIF3B	0.098
SOD1	0.098
BBS2	0.098
ABHD12	0.098
GABARAPL1	0.098
AHSG	0.098
GNAT1	0.097
PABPC1	0.097
CLASP2	0.097
RACGAP1	0.097
KIF22	0.097
PML	0.097
MAPK1	0.097
RAD21	0.097
ARPC3	0.097
EGF	0.097
MED1	0.097
F8	0.096
PDZD7	0.096
E2F1	0.096
FGR	0.096
HDAC4	0.096
YWHAE	0.096
LAMA5	0.096
LAMA3	0.096
ANG	0.096
XRCC1	0.095
KDM1A	0.095
LAMA1	0.095
HNRNPA2B1	0.095
EQTN	0.095
CROCC	0.095
HSPB1	0.095
DTNBP1	0.095
AP2A2	0.095
GNB1	0.095
PDCD6IP	0.095
MYH8	0.095
TRIM32	0.095
MYH3	0.095
MYH11	0.095
CENPF	0.095
YBX1	0.094
QSOX1	0.094
FGA	0.094
FGG	0.094
NUMA1	0.094
GAP43	0.094
HDAC3	0.094
NSMF	0.094
OIP5	0.093
DNM1	0.093
HIP1	0.093
PTK2B	0.093
CRB1	0.093
FSCN1	0.093
NUFIP1	0.093
KIT	0.093
SERPINA1	0.093
STAC3	0.093
LOXL2	0.093
ZFYVE27	0.093
B2M	0.092
CATSPERZ	0.092
KIF1A	0.092
SLC23A1	0.092
SCN5A	0.092
NECTIN1	0.092
MYO18A	0.092
WHRN	0.092
UCHL1	0.092
AP3B1	0.092
CENPA	0.092
PLG	0.092
TMEM190	0.092
SPACA1	0.092
SUMO1	0.092
BLOC1S2	0.092
ERCC8	0.092
CHEK1	0.092
TPM4	0.091
ACVR1B	0.091
TGFBR2	0.091
CSNK2B	0.091
PACSIN2	0.091
CFL1	0.091
CLDN4	0.09
ADAM17	0.09
ARRB1	0.09
MYO3A	0.09
MYO3B	0.09
MYO15A	0.09
KAT6A	0.09
MYH7B	0.09
ITGA9	0.09
MYO9A	0.09
SRC	0.09
CACNG2	0.09
CACNG8	0.09
CACNG4	0.09
CACNG3	0.09
ZBTB16	0.09
FERMT2	0.09
SYN1	0.09
CBX6	0.09
ITGA5	0.09
FBLN1	0.09
LAMB3	0.09
NID1	0.09
LAMA4	0.09
AP2B1	0.09
EPS8L2	0.09
AHCTF1	0.089
ITGA2B	0.089
CIRBP	0.089
AP2S1	0.089
AP2M1	0.089
PCSK9	0.089
RDX	0.089
LUM	0.089
CLIC4	0.089
SYNJ2	0.088
OPA1	0.088
TGFB3	0.088
MLH3	0.088
PMS1	0.088
SEPT6	0.088
SHROOM1	0.088
NOTCH1	0.088
COL17A1	0.088
KIF1B	0.088
SCN10A	0.088
GRIK5	0.088
MYO1E	0.088
DTL	0.088
EPHA2	0.088
ROCK1	0.088
SNAP25	0.088
SCNN1A	0.087
PACSIN1	0.087
RAN	0.087
SHOC2	0.087
CUL3	0.087
USH1G	0.087
DRD2	0.087
RIF1	0.087
CANX	0.087
BMX	0.087
SNAPIN	0.087
ROR1	0.086
CATSPERG	0.086
CATSPERD	0.086
CATSPERE	0.086
ENC1	0.086
UBA1	0.086
TRPV2	0.086
MYH1	0.086
AP3M1	0.086
AP3M2	0.086
OLA1	0.086
TWF1	0.086
SETD1B	0.086
SLC26A6	0.086
HSP90AA1	0.086
TRAF2	0.086
NEFL	0.086
DHX9	0.086
NFE2L2	0.086
INO80	0.086
KCNAB2	0.086
EIF2S1	0.086
GABARAP	0.085
LRP2	0.085
TPM3	0.085
DNM3	0.085
BUD31	0.085
AR	0.085
SERPINE2	0.085
GNAT2	0.085
GNGT1	0.085
CIB1	0.085
SERPINE1	0.085
CACNB4	0.085
FKBP1A	0.085
IQGAP1	0.085
MYH4	0.085
MYH13	0.085
MYBPH	0.085
MYH15	0.085
HABP4	0.085
SS18L1	0.084
RCOR1	0.084
MYL6B	0.084
MYO18B	0.084
HIST1H2BA	0.084
CBX3	0.084
RNF40	0.084
FLG	0.084
SYTL4	0.084
SEPT2	0.084
CLCA2	0.084
CALR	0.084
XRCC5	0.084
SNCA	0.084
CACNG7	0.084
PARK7	0.084
TULP1	0.084
RARA	0.083
TELO2	0.083
DDX20	0.083
CCAR2	0.083
SCN1A	0.083
TRAF5	0.083
TNR	0.083
HMGB1	0.083
SEPT12	0.083
ARHGEF2	0.083
TAF6	0.083
PDE4D	0.083
ORM1	0.083
LIMCH1	0.083
KIF1C	0.083
DDX3X	0.083
LAMP5	0.082
TGFBR1	0.082
PDS5A	0.082
RPS3	0.082
IRF4	0.082
ATRX	0.082
PPP1R9B	0.082
CDK13	0.082
ABCB4	0.082
CCDC66	0.082
HIST1H2BJ	0.082
SCRIB	0.082
RING1	0.082
PTPRN2	0.082
CAPN2	0.082
GAS6	0.082
ALB	0.082
MYO16	0.081
PLCB1	0.081
IFT20	0.081
KPNB1	0.081
TAF5	0.081
NR1H3	0.081
RXRA	0.081
MAK	0.081
SPATA13	0.081
SDCBP	0.081
VWF	0.081
FAM161A	0.081
HIST1H2BB	0.081
PDXP	0.081
CTSG	0.081
SPRY2	0.081
VTI1B	0.081
MPP1	0.081
KIF2A	0.081
MRE11	0.081
RAC1	0.081
ACVR2A	0.081
HCFC2	0.081
TLR7	0.081
RAD50	0.081
HIST4H4	0.081
HIST1H4L	0.081
HIST2H4A	0.081
HIST1H4F	0.081
HIST1H4J	0.081
HIST1H4E	0.081
HIST1H4C	0.081
HIST1H4B	0.081
HIST1H4A	0.081
HIST1H4I	0.081
BLOC1S6	0.081
BLOC1S1	0.081
DIAPH1	0.08
TMSB4X	0.08
XRCC6	0.08
ERCC1	0.08
MYO9B	0.08
MYLPF	0.08
MYO19	0.08
ORC2	0.08
PDE4B	0.08
PHF1	0.08
HPCA	0.08
BIRC2	0.08
NCAPD3	0.08
CHUK	0.08
SMAD4	0.08
DPF2	0.08
TTI2	0.08
CD34	0.08
RHO	0.08
DNTT	0.08
GLYR1	0.08
ANXA1	0.08
PHLPP2	0.079
PHLPP1	0.079
MCM7	0.079
GPER1	0.079
AKAP8L	0.079
EPS8	0.079
IQGAP2	0.079
ZC3H14	0.079
CKAP4	0.079
CST3	0.079
IGF2BP1	0.079
ESR1	0.079
ING2	0.079
ICE2	0.079
OPRM1	0.079
ITPR3	0.079
FLT3	0.079
CBX1	0.078
MCMBP	0.078
DFFA	0.078
NCOA1	0.078
STAT3	0.078
NPNT	0.078
PDGFRA	0.078
SERPINA5	0.078
DLC1	0.078
AP3D1	0.078
RNF31	0.078
HAT1	0.078
PIP5K1A	0.078
CCT8	0.078
EIF3E	0.078
TLN1	0.078
AKR1B1	0.078
MPHOSPH8	0.078
ALYREF	0.078
THBS2	0.078
PTK2	0.078
ADD3	0.078
CD4	0.078
H1F0	0.078
DCXR	0.078
GABRA5	0.078
NOS1AP	0.078
VWC2	0.077
CEBPB	0.077
DNMT3A	0.077
ACVR2B	0.077
DYDC2	0.077
KANSL1	0.077
DYDC1	0.077
PHF20	0.077
CDCA5	0.077
APLP2	0.077
IFIT5	0.077
ARIH1	0.077
TMOD1	0.077
STAU1	0.077
SATB1	0.077
CASC3	0.077
ATXN2L	0.077
EFTUD2	0.077
AP3B2	0.077
PGM5	0.077
ILK	0.077
G3BP1	0.076
TARDBP	0.076
ENO2	0.076
GNB5	0.076
C8orf37	0.076
SLC23A2	0.076
PPARGC1A	0.076
DDX58	0.076
PAK1	0.076
RSPH1	0.076
SMC1A	0.076
EXOSC4	0.076
ARID4A	0.076
FLG2	0.076
FERMT3	0.076
COP1	0.076
LIMA1	0.076
FYN	0.076
VIL1	0.076
POLR3D	0.076
POLA1	0.076
HAP1	0.076
TRIM46	0.076
ADA	0.076
ITGA1	0.076
PTPRZ1	0.075
TGFB2	0.075
MMRN1	0.075
ORM2	0.075
A1BG	0.075
ANKRD28	0.075
PODXL	0.075
CGN	0.075
GRM7	0.075
ELL	0.075
YEATS4	0.075
MAGED2	0.075
NFASC	0.075
CD9	0.075
TLR3	0.075
UBE2A	0.075
CBX7	0.075
H3F3B	0.075
HIST3H3	0.075
H3F3A	0.075
FGD2	0.075
BLOC1S3	0.075
BLOC1S5	0.075
BLOC1S4	0.075
STAT6	0.075
AIPL1	0.075
SLC26A3	0.075
ACVRL1	0.075
SKI	0.075
LYN	0.075
KCNJ11	0.075
MYL2	0.075
MYL12A	0.075
MYL4	0.075
MYL5	0.075
MYL7	0.075
MYL1	0.075
MYL9	0.075
MYL3	0.075
SLC34A1	0.074
FERMT1	0.074
EPB41L5	0.074
AIF1	0.074
C2CD5	0.074
NME1	0.074
MCM2	0.074
PRKDC	0.074
POLD1	0.074
GRIK4	0.074
GRIK1	0.074
CENPB	0.074
KMT5C	0.074
UBE2I	0.074
TNKS1BP1	0.074
MSN	0.074
MYO1F	0.074
UBE2B	0.074
DCAF13	0.074
IST1	0.074
CCND1	0.074
TBL1X	0.074
TBL1XR1	0.074
TMEM108	0.074
RYR1	0.074
SOS1	0.074
ANXA2	0.074
MFAP4	0.074
MFAP5	0.074
ELN	0.074
TNXB	0.074
RBP3	0.074
FBLN5	0.074
THSD4	0.074
DCAF7	0.074
SCN3B	0.074
SCN3A	0.074
SCN8A	0.074
JUP	0.074
ACVR1	0.074
IL12B	0.074
CCT3	0.074
PRPF40A	0.074
FCHO2	0.073
APOA1	0.073
TAF7	0.073
RPTN	0.073
ROR2	0.073
PDS5B	0.073
MIS18A	0.073
SNAI1	0.073
PKM	0.073
KCNQ4	0.073
KLHL17	0.073
LMOD1	0.073
NEDD4	0.073
TAF9	0.073
IK	0.073
PTPRJ	0.073
MIA3	0.073
HDGF	0.073
SAG	0.073
MYO5B	0.072
HIST1H2BE	0.072
HIST1H2BF	0.072
HIST1H2BG	0.072
HIST1H2BH	0.072
HIST1H2BI	0.072
HIST1H2BD	0.072
HIST1H2BC	0.072
HIST1H2BK	0.072
HIST1H2BL	0.072
LOC102724334	0.072
HIST1H2BM	0.072
HIST3H2BB	0.072
HIST2H2BF	0.072
HIST1H2BN	0.072
HIST2H2BE	0.072
HIST1H2BO	0.072
CDK4	0.072
GFAP	0.072
ANKRD2	0.072
SFPQ	0.072
IKBKB	0.072
DIABLO	0.072
TRAF6	0.072
TRAF3	0.072
CCT4	0.072
RCC1	0.072
FGB	0.072
AURKA	0.072
HIST1H3B	0.072
HIST1H3I	0.072
HIST1H3H	0.072
HIST1H3F	0.072
HIST1H3E	0.072
HIST1H3D	0.072
HIST1H3C	0.072
HIST1H3J	0.072
HIST1H3G	0.072
HIST1H3A	0.072
CDX2	0.072
EBI3	0.072
VAMP7	0.072
TSC1	0.072
PRMT5	0.072
CDK9	0.072
VPS33B	0.072
PRPF19	0.072
CACNB3	0.072
MUC1	0.071
KDM4A	0.071
DNMT3L	0.071
KMT2A	0.071
TRIM37	0.071
KDM5C	0.071
NCOA6	0.071
PLEKHA1	0.071
PDE4A	0.071
PIP5K1C	0.071
AKT2	0.071
CPSF6	0.071
ACVR1C	0.071
PRKAA2	0.071
MACF1	0.071
SART1	0.071
GJA1	0.071
FLNB	0.071
PUM1	0.071
RBM4	0.071
SPN	0.071
PRPF3	0.071
CCND2	0.071
EXOSC10	0.071
AP3S1	0.071
AP3S2	0.071
RPA2	0.071
PTPN6	0.071
DNAJC3	0.07
LMOD2	0.07
LMOD3	0.07
PTGES3	0.07
RPGR	0.07
TBP	0.07
MGARP	0.07
TOLLIP	0.07
WLS	0.07
RAB5A	0.07
CCT2	0.07
CTSS	0.07
ERCC4	0.07
SELP	0.07
ATP6V1B1	0.07
DNAI2	0.07
RPTOR	0.07
DDX1	0.07
NUFIP2	0.07
KHSRP	0.07
ELAVL1	0.07
VTN	0.07
ACTR8	0.07
KAT2A	0.07
DDX11	0.07
PI4K2A	0.07
CTNNA1	0.07
CHRND	0.07
VCAM1	0.07
DDB1	0.07
ATM	0.069
CD151	0.069
ARHGAP45	0.069
YY1	0.069
A2M	0.069
CXADR	0.069
SCN1B	0.069
SCN2A	0.069
SCN4B	0.069
TP63	0.069
BCAS3	0.069
ITGA3	0.069
RGS9	0.069
EPOP	0.069
KDM4D	0.069
STX4	0.069
FOXC1	0.069
RUNX2	0.069
IRF1	0.069
UCHL5	0.069
SUDS3	0.069
MBD2	0.069
SMAD2	0.069
MEF2A	0.069
RELA	0.069
MYOD1	0.069
MXD1	0.069
DFFB	0.069
POLR3GL	0.069
POLR3G	0.069
PAX6	0.069
CHAF1B	0.069
KLHDC3	0.069
TRIM24	0.069
NCOA3	0.069
NFATC2	0.069
KAT7	0.069
NFATC1	0.069
STAT1	0.069
HP1BP3	0.069
P2RY12	0.069
PROS1	0.069
HRNR	0.069
DCAF17	0.069
GRIA1	0.069
DRAM2	0.069
TEKT3	0.069
ITGB6	0.069
COL18A1	0.069
VWA1	0.069
COL9A2	0.069
COL8A2	0.069
COL28A1	0.069
VEGFA	0.069
SCCPDH	0.069
IGF1	0.069
FXR2	0.069
FXR1	0.069
SS18	0.068
ICE1	0.068
ZC3H8	0.068
DAAM1	0.068
ZNF451	0.068
IL6	0.068
SNTG1	0.068
CD79B	0.068
PLK2	0.068
MECP2	0.068
FGF13	0.068
MTSS1L	0.068
PTH1R	0.068
KCNA1	0.068
CDHR5	0.068
CDHR2	0.068
HLCS	0.068
SNRNP40	0.068
SPTBN4	0.068
SCN7A	0.068
SCN4A	0.068
SCN2B	0.068
SCN9A	0.068
SCN11A	0.068
KIAA0586	0.068
VCAN	0.068
STXBP3	0.068
VANGL2	0.068
MAEL	0.068
TRIP6	0.067
EPHA4	0.067
SIRT6	0.067
ADGRV1	0.067
AKAP12	0.067
NOTCH3	0.067
ODF2	0.067
CERKL	0.067
SNRPG	0.067
ESCO2	0.067
PNN	0.067
TNNC2	0.067
TNNT3	0.067
TNNI1	0.067
TNNI2	0.067
TNNT1	0.067
TNNC1	0.067
TNNI3	0.067
TNNT2	0.067
TPM2	0.067
PABPC5	0.067
PABPC1L2A	0.067
PABPC3	0.067
PABPC1L2B	0.067
PABPC1L	0.067
PABPC4	0.067
GFI1	0.067
ZNF350	0.067
HIST1H2AA	0.067
TACR3	0.067
HCFC1	0.067
LAS1L	0.067
HFE	0.067
PPEF2	0.067
PDC	0.067
IKZF1	0.067
RAD17	0.067
MT3	0.067
PRDM16	0.067
RLIM	0.067
S100A9	0.067
CATSPER1	0.067
CATSPER2	0.067
SQSTM1	0.067
STX3	0.066
EPHB1	0.066
SEC16B	0.066
SEC23A	0.066
SEC31A	0.066
SAR1B	0.066
SEC16A	0.066
PPBP	0.066
KAT6B	0.066
HIST1H2AC	0.066
SDC2	0.066
PICALM	0.066
INHA	0.066
LRWD1	0.066
TCF7L2	0.066
HIRA	0.066
SRRM1	0.066
CGNL1	0.066
PPP2R1A	0.066
ACTC1	0.066
STARD10	0.066
KCNK2	0.066
BCAS2	0.066
TNC	0.066
UXT	0.066
KNL1	0.066
HNRNPM	0.066
CDK5	0.066
FCHO1	0.066
GRB7	0.066
CDK12	0.066
TCF12	0.066
EHMT2	0.066
TCF3	0.066
SAP130	0.066
MORF4L1	0.066
EP400	0.066
MEF2C	0.066
STX1B	0.065
CAV2	0.065
SMARCAD1	0.065
SLC27A5	0.065
FMN2	0.065
NEK2	0.065
AURKB	0.065
EXOSC5	0.065
EXOSC3	0.065
WDR61	0.065
PSIP1	0.065
RRP1B	0.065
HMGA1	0.065
HMGN3	0.065
NOP53	0.065
TOP2B	0.065
HIC1	0.065
FANK1	0.065
RBL2	0.065
TTC37	0.065
COPS5	0.065
DYNC1LI1	0.065
CTSK	0.065
VEGFB	0.065
APOOL	0.065
PCYOX1L	0.065
HGF	0.065
VEGFC	0.065
VEGFD	0.065
TOR4A	0.065
FAM49B	0.065
SYAP1	0.065
SHANK3	0.065
PSEN2	0.065
REEP6	0.065
ABL1	0.065
PF4	0.065
CBX8	0.065
PCGF2	0.065
CLEC16A	0.065
CFTR	0.065
SYNJ1	0.065
TNKS	0.065
CDK2	0.065
DSG1	0.065
FGD5	0.065
TRAK1	0.065
SOS2	0.065
MYLK	0.065
YWHAB	0.065
TFPT	0.065
RARG	0.065
RAB3A	0.065
MED28	0.065
CTSV	0.064
DSN1	0.064
CTSC	0.064
RBBP8	0.064
MYO15B	0.064
CCDC102A	0.064
MYO5C	0.064
KANK1	0.064
AIF1L	0.064
CCNB1	0.064
NDC80	0.064
CCT7	0.064
CCT6A	0.064
CCT5	0.064
BAG2	0.064
L3MBTL1	0.064
RBPMS	0.064
DYRK3	0.064
TIA1	0.064
MBNL1	0.064
TBXA2R	0.064
NDE1	0.064
DCTN3	0.064
YIPF5	0.064
CDK1	0.064
TERT	0.064
NTRK2	0.064
APBB1IP	0.064
PPP5C	0.064
KIF18A	0.064
ARF4	0.064
PDE9A	0.064
INPP5K	0.064
MFAP1	0.064
CELA2A	0.064
LOXL1	0.064
GNA12	0.064
SP3	0.064
PSEN1	0.064
LDB1	0.064
TFIP11	0.064
CSNK1A1	0.064
EPS8L1	0.063
WWC1	0.063
TIRAP	0.063
RASGRP2	0.063
SPRY4	0.063
PLA2G4F	0.063
ARHGEF4	0.063
TESC	0.063
PLEK	0.063
KSR1	0.063
THEM4	0.063
PPP1R10	0.063
RAPGEF3	0.063
KCNC3	0.063
DLG3	0.063
PCDH7	0.063
CENPE	0.063
SLC27A4	0.063
GUCA1A	0.063
GUCA1B	0.063
LRRC30	0.063
UBR2	0.063
PASD1	0.063
RBX1	0.063
DCAF8	0.063
DCAF6	0.063
CUL4B	0.063
RNF7	0.063
CDKN1B	0.063
CETN2	0.063
PADI2	0.063
CLK3	0.063
CTSB	0.063
PPIE	0.063
COL21A1	0.063
SPACA9	0.063
CSPG4	0.063
CHMP2A	0.063
CHMP7	0.063
DSCC1	0.063
SUV39H2	0.063
BAZ1B	0.063
DNMT1	0.063
RIPOR2	0.063
FLOT2	0.063
GPC3	0.063
SERPINF2	0.063
RBM23	0.063
NRP1	0.063
CAPZA3	0.063
PPP2R5A	0.063
TACR1	0.063
VASP	0.063
RDH11	0.062
GIGYF2	0.062
ATXN2	0.062
GRIN1	0.062
KIF13B	0.062
DVL1	0.062
DAB2	0.062
UNC13B	0.062
SHPRH	0.062
KDM1B	0.062
HIST2H3D	0.062
HIST2H3C	0.062
PRM2	0.062
PRM1	0.062
HIST2H3A	0.062
COL6A3	0.062
COL6A2	0.062
COL6A1	0.062
PDCD6	0.062
FARP1	0.062
LGALS3	0.062
SNX5	0.062
LTF	0.062
LARP4	0.062
CAPRIN1	0.062
LARP4B	0.062
PUM2	0.062
CNP	0.062
PAWR	0.062
TTC21B	0.062
TRAK2	0.062
SPTBN1	0.062
HIST1H1A	0.062
GABBR1	0.062
CRYAB	0.062
C5AR2	0.062
DGKQ	0.062
SHANK1	0.062
STXBP5	0.062
GABRB2	0.062
PPP1CC	0.062
ESPN	0.062
CYBA	0.062
GM2A	0.062
TLR8	0.062
TGOLN2	0.062
UHRF1	0.062
KCNA2	0.062
MBD4	0.062
CTR9	0.062
DCDC2	0.062
PFKM	0.061
DCTN4	0.061
UTRN	0.061
PROM1	0.061
PROM2	0.061
CACNB2	0.061
CACNA1H	0.061
PDGFRB	0.061
LSM7	0.061
ZNF335	0.061
ZNF462	0.061
JARID2	0.061
KDM5A	0.061
E2F6	0.061
KDM4E	0.061
ZNF507	0.061
ZNF513	0.061
ZNF827	0.061
KDM4B	0.061
HDAC9	0.061
KMT2B	0.061
PHF19	0.061
MGA	0.061
KDM5D	0.061
PRDM10	0.061
SENP3	0.061
PRDM4	0.061
AEBP2	0.061
MTF2	0.061
ZNF407	0.061
EZH1	0.061
CHD8	0.061
ZFP64	0.061
TEX10	0.061
GLI2	0.061
DVL3	0.061
CALCOCO1	0.061
